time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2003-01-01T00:51:44.670Z,33.3668333,-119.1311667,6.769,3.49,ml,16,235.8,0.6002,0.39,ci,ci9875257,2016-04-02T00:07:35.329Z,"13km SSW of Santa Barbara Is., CA",earthquake,1.27,33.7,0.361,95,reviewed,ci,ci
2003-01-01T21:02:54.000Z,35.3198333,-118.6613333,4.671,3.03,ml,49,50.3,0.1988,0.26,ci,ci9875457,2016-04-02T03:19:02.944Z,"20km NE of Arvin, CA",earthquake,0.27,24.66,0.188,75,reviewed,ci,ci
2003-01-02T16:11:37.640Z,35.3195,-118.6566667,3.106,3.64,ml,48,45.3,0.09206,0.18,ci,ci9875657,2016-04-02T19:14:19.999Z,"20km NE of Arvin, CA",earthquake,0.24,0.51,0.198,120,reviewed,ci,ci
2003-01-02T16:15:44.710Z,35.313,-118.6566667,2.667,3.59,ml,45,44.2,0.1941,0.14,ci,ci9875665,2016-04-02T09:46:18.416Z,"19km NE of Arvin, CA",earthquake,0.28,0.64,0.174,113,reviewed,ci,ci
2003-01-03T05:02:12.040Z,41.2741667,-111.8031667,12.68,3.62,ml,43,68,0.09432,0.21,uu,uu50269900,2019-06-28T18:47:46.704Z,"3 km SSE of Eden, Utah",earthquake,0.4,0.52,,12,reviewed,uu,uu
2003-01-05T20:36:57.000Z,44.81,-111.46,11.7,3,ml,7,,,,us,usp000bn4e,2014-11-07T01:17:32.913Z,"Idaho-Montana border region",earthquake,,,,,reviewed,but,but
2003-01-07T22:29:26.910Z,36.806,-121.3898333,7.985,4.3,mw,91,33,0.04324,0.07,nc,nc21262721,2020-02-12T17:25:44.732Z,"2 km WSW of Ridgemark, California",earthquake,0.12,0.23,,5,reviewed,nc,nc
2003-01-09T00:02:17.000Z,46.02,-110.36,10.7,3.7,ml,23,,,,us,usp000bn9d,2014-11-07T01:17:33.819Z,"23 km E of Wilsall, Montana",earthquake,,,,,reviewed,but,but
2003-01-09T15:20:45.220Z,36.244,-120.8258333,1.357,3.19,ml,68,66,0.1117,0.56,nc,nc21263091,2017-01-03T17:14:11.830Z,"21 km NE of San Lucas, California",earthquake,0.54,4.19,,8,reviewed,nc,nc
2003-01-10T12:47:08.590Z,27.248,-111.456,10,4.1,mb,7,,,1.03,us,usp000bnbk,2014-11-07T01:17:34.113Z,"65 km NE of Mulegé, Mexico",earthquake,,,,1,reviewed,us,us
2003-01-11T20:50:23.000Z,49.04,-112.67,10,3.2,ml,7,,,,us,usp000bndu,2014-11-07T01:17:34.871Z,"44 km SSE of Magrath, Canada",earthquake,,,,,reviewed,but,but
2003-01-13T07:48:51.050Z,40.646,-122.4193333,22.948,3.33,md,12,159,0.08018,0.04,nc,nc21263466,2017-01-03T17:25:03.240Z,"4 km ENE of Keswick, California",earthquake,0.47,0.63,0.05,44,reviewed,nc,nc
2003-01-13T14:28:27.550Z,32.4041667,-115.2596667,6.996,3.75,ml,14,207.2,0.4066,0.32,ci,ci9879733,2017-02-09T04:58:02.857Z,"8km NW of Delta, B.C., MX",earthquake,2.55,27.92,0.227,64,reviewed,ci,ci
2003-01-13T14:47:25.180Z,36.9791667,-121.625,7.919,3.04,ml,89,37,0.05586,0.09,nc,nc21263475,2017-01-03T17:25:48.180Z,"5 km WSW of Gilroy, California",earthquake,0.12,0.33,,12,reviewed,nc,nc
2003-01-14T15:51:33.740Z,40.7291667,-124.5223333,23.775,3.49,ml,45,222,0.2901,0.07,nc,nc21263551,2017-01-03T17:29:14.780Z,"24 km W of Indianola, California",earthquake,0.3,1.4,,3,reviewed,nc,nc
2003-01-15T03:41:58.400Z,46.6178333,-120.5251667,10.322,3.2,md,43,67,0.09144,0.18,uw,uw10574388,2017-04-01T20:11:02.122Z,"2 km NW of Yakima, Washington",earthquake,0.414,0.59,0.03,17,reviewed,uw,uw
2003-01-15T09:46:53.240Z,36.0948333,-117.9968333,4.285,3.25,ml,33,67.1,0.1172,0.29,ci,ci9880217,2016-04-02T19:09:09.426Z,"7km NW of Coso Junction, CA",earthquake,0.49,22.23,0.215,64,reviewed,ci,ci
2003-01-16T10:07:31.700Z,42.658,-111.024,5,3.4,ml,28,,,0.65,us,usp000bnn7,2014-11-07T01:17:35.825Z,"4 km SW of Fairview, Wyoming",earthquake,,,,,reviewed,us,us
2003-01-17T12:38:07.220Z,38.8338333,-122.7656667,-0.027,3.04,md,29,52,0.06757,0.12,nc,nc21263974,2017-01-03T17:40:03.776Z,"3 km WNW of Cobb, California",earthquake,0.24,2.71,0.17,24,reviewed,nc,nc
2003-01-18T10:43:37.630Z,34.3,-118.5778333,1.587,3.1,ml,70,18.8,,0.38,ci,ci9881041,2020-02-12T17:25:19.265Z,"5km NNE of Chatsworth, CA",earthquake,0.3,0.66,0.313,123,reviewed,ci,ci
2003-01-19T04:06:11.410Z,38.813,-122.7918333,3.511,3.3,ml,40,45,0.005405,0.05,nc,nc21264226,2017-01-03T17:47:32.390Z,"6 km W of Cobb, California",earthquake,0.13,0.25,,10,reviewed,nc,nc
2003-01-19T16:46:27.460Z,26.654,-111.448,10,4.2,mb,20,,,1.14,us,usp000bnub,2014-11-07T01:17:36.499Z,"59 km ESE of Mulegé, Mexico",earthquake,,,,3,reviewed,us,us
2003-01-19T22:59:46.580Z,32.2013333,-115.799,6.819,3.12,ml,18,221.6,0.4509,0.3,ci,ci9881269,2016-04-02T16:06:22.437Z,"47km SSW of Progreso, B.C., MX",earthquake,1.1,24.47,0.433,44,reviewed,ci,ci
2003-01-20T02:38:05.000Z,48.53,-112.34,1,3.5,ml,11,,,,us,usp000bnva,2014-11-07T01:17:36.577Z,"10 km S of Little Browning, Montana",earthquake,,,,,reviewed,but,but
2003-01-20T09:10:16.750Z,36.9638333,-121.5941667,7.801,3.05,ml,95,20,0.01081,0.13,nc,nc21264370,2020-02-12T17:24:52.692Z,"5 km SSW of Gilroy, California",earthquake,0.17,0.38,,10,reviewed,nc,nc
2003-01-20T14:57:02.720Z,32.766,-115.5493333,21.748,3.44,ml,30,130,,0.35,ci,ci9881373,2016-04-02T00:03:51.679Z,"3km SSE of El Centro, CA",earthquake,0.86,1.57,0.164,141,reviewed,ci,ci
2003-01-22T08:36:01.960Z,27.198,-112.038,10,3.4,mb,9,,,1.23,us,usp000bnzh,2014-11-07T01:17:37.191Z,"27 km SE of Santa Rosalía, Mexico",earthquake,,,,1,reviewed,us,us
2003-01-22T20:28:22.550Z,33.8953333,-118.5508333,13.421,3.03,ml,39,165.6,,0.34,ci,ci9881873,2020-02-12T17:24:28.220Z,"13km WSW of El Segundo, CA",earthquake,0.73,0.98,0.372,24,reviewed,ci,ci
2003-01-23T19:20:58.800Z,31.5786667,-115.7855,6.735,3.24,ml,9,287.9,1.069,0.19,ci,ci9881993,2016-02-17T03:32:36.670Z,"76km ESE of Maneadero, B.C., MX",earthquake,2.17,31.61,0.415,20,reviewed,ci,ci
2003-01-23T20:35:12.620Z,37.5111667,-118.8333333,6.612,3.21,md,41,65,0.07928,0.03,nc,nc21264804,2017-01-03T18:05:09.350Z,"11 km WSW of Aspen Springs, California",earthquake,0.22,0.55,0.14,68,reviewed,nc,nc
2003-01-23T21:27:21.040Z,27.877,-111.83,10,3.9,mb,14,,,1.29,us,usp000bp2t,2014-11-07T01:17:37.819Z,"73 km NE of Santa Rosalía, Mexico",earthquake,,,,2,reviewed,us,us
2003-01-24T15:11:11.620Z,29.752,-113.4,10,4,mb,13,,,1.28,us,usp000bp3y,2014-11-07T01:17:37.988Z,"70 km WSW of La Libertad, Mexico",earthquake,,,,2,reviewed,us,us
2003-01-25T02:43:00.213Z,39.9752,-117.8698,6.9,3.1,ml,10,90.56,0.218,0.1374,nn,nn00062380,2018-04-24T21:35:03.442Z,"56 km ESE of Lovelock, Nevada",earthquake,,2.9,0.92,4,reviewed,nn,nn
2003-01-25T02:45:49.364Z,39.9773,-117.8761,5.6,3.3,ml,27,90.91,0.222,0.1303,nn,nn00380209,2018-04-24T21:35:03.671Z,"55 km ESE of Lovelock, Nevada",earthquake,,1.4,0.2,7,reviewed,nn,nn
2003-01-25T09:11:02.890Z,35.3248333,-118.661,4.868,3.88,ml,50,46.5,0.1993,0.22,ci,ci9882325,2016-04-02T03:20:53.349Z,"20km NE of Arvin, CA",earthquake,0.27,22.29,0.21,127,reviewed,ci,ci
2003-01-25T09:16:10.220Z,35.3175,-118.6538333,4.868,4.54,ml,55,44.8,0.1924,0.24,ci,ci9882329,2020-02-12T17:24:03.093Z,"20km NE of Arvin, CA",earthquake,0.27,23.57,0.983,130,reviewed,ci,ci
2003-01-26T05:30:22.570Z,35.3151667,-118.651,3.498,3.05,ml,34,44.3,0.1898,0.17,ci,ci9882545,2016-04-02T12:58:38.621Z,"20km NE of Arvin, CA",earthquake,0.28,0.76,0.191,67,reviewed,ci,ci
