time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2001-01-04T09:54:35.850Z,31.999,-116.087,5.675,3.04,ml,0,291.6,0.6495,0.202,ci,ci9609401,2016-04-02T11:21:00.725Z,"52km ENE of Ensenada, B.C., MX",earthquake,,,,13,reviewed,ci,ci
2001-01-04T12:22:49.360Z,36.505,-117.909,4.427,3.11,ml,0,165.4,0.1525,0.206,ci,ci9172626,2016-04-02T13:39:13.512Z,"17km ESE of Lone Pine, CA",earthquake,,,,74,reviewed,ci,ci
2001-01-04T12:23:31.100Z,36.494,-117.922,4.147,3.4,ml,0,115.2,0.1385,0.17,ci,ci3329708,2016-04-02T13:41:20.382Z,"17km SE of Lone Pine, CA",earthquake,,14.688,,128,reviewed,ci,ci
2001-01-05T13:56:24.980Z,42.684,-111.087,5,3,ml,21,,,1.14,us,usp000a75y,2014-11-07T01:11:52.200Z,"8 km W of Fairview, Wyoming",earthquake,,,,,reviewed,us,us
2001-01-05T15:46:52.430Z,40.3473333,-124.6133333,21.066,3.37,ml,35,233,0.2468,0.08,nc,nc21142379,2017-01-01T05:02:51.570Z,"39 km SW of Ferndale, California",earthquake,0.83,0.4,,4,reviewed,nc,nc
2001-01-07T07:19:19.470Z,32.09,-114.991,5.981,3.2,ml,0,253.8,0.5926,0.384,ci,ci7211677,2016-04-02T00:46:44.616Z,"12km S of Estacion Coahuila, B.C., MX",earthquake,,,,20,reviewed,ci,ci
2001-01-07T07:19:23.150Z,32.3113333,-114.9235,5.981,3.2,ml,10,236.6,0.3955,0.39,ci,ci9610589,2016-04-02T11:20:16.384Z,"15km NNE of Estacion Coahuila, B.C., MX",earthquake,7.56,31.61,,20,reviewed,ci,ci
2001-01-09T01:25:09.340Z,36.8036667,-121.5148333,5.196,3.07,ml,70,34,0.01892,0.07,nc,nc21142763,2017-01-01T05:14:17.610Z,"5 km SSE of San Juan Bautista, California",earthquake,0.1,0.21,,11,reviewed,nc,nc
2001-01-09T17:00:18.441Z,37.8597,-118.2055,7.4,3.3,ml,8,101.26,0.122,0.1287,nn,nn00022441,2018-04-24T22:09:24.122Z,"24 km E of Benton, California",earthquake,,6.7,,,reviewed,nn,nn
2001-01-09T19:09:17.980Z,31.946,-114.823,5.975,3.74,ml,0,274.3,0.6478,0.478,ci,ci9611657,2016-04-02T08:00:56.259Z,"32km SSE of Estacion Coahuila, B.C., MX",earthquake,,,,61,reviewed,ci,ci
2001-01-11T12:10:08.310Z,31.904,-114.765,5.975,3.09,mc,0,291.4,0.6724,0.415,ci,ci9173090,2016-04-02T10:34:18.606Z,"39km SE of Estacion Coahuila, B.C., MX",earthquake,,,,3,reviewed,ci,ci
2001-01-11T12:47:11.240Z,31.315,-115.816,5.094,3.12,mc,0,291.3,1.354,0.289,ci,ci9173098,2016-04-01T21:33:34.586Z,"84km ESE of Maneadero, B.C., MX",earthquake,,,,7,reviewed,ci,ci
