time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2012-01-02T21:11:29.890Z,31.6956667,-115.9438333,8.626,3,ml,8,139,0.6373,0.16,ci,ci11049077,2016-03-11T03:04:16.357Z,"59km E of Maneadero, B.C., MX",earthquake,0.62,31.61,0.156,83,reviewed,ci,ci
2012-01-03T10:56:58.000Z,35.536,-96.75,3.6,3.4,ml,49,36.3,,,us,usp000jczp,2020-03-19T20:50:51.756Z,"8 km NW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2012-01-03T14:18:56.110Z,33.1946667,-119.4491667,18.022,4.14,ml,14,206,,0.29,ci,ci11049285,2020-05-02T02:54:51.791Z,"7km SE of San Nicolas Is., CA",earthquake,1.1,0.85,0.126,28,reviewed,ci,ci
2012-01-05T07:20:10.160Z,42.548,-111.213,5,3.4,ml,108,44,,0.92,us,usp000jd2j,2015-03-24T02:23:23.068Z,"14 km ENE of Georgetown, Idaho",earthquake,,,,,reviewed,us,us
2012-01-06T02:47:51.070Z,34.002,-116.3371667,4.362,3.08,ml,80,24,0.08017,0.21,ci,ci11050165,2016-03-11T06:43:00.410Z,"15km S of Joshua Tree, CA",earthquake,0.21,0.49,0.147,166,reviewed,ci,ci
2012-01-06T06:50:10.220Z,36.0025,-117.9078333,4.972,3.25,ml,39,56,0.01498,0.17,ci,ci11050245,2016-03-11T06:43:03.138Z,"6km SE of Coso Junction, CA",earthquake,0.27,0.91,0.146,165,reviewed,ci,ci
2012-01-06T16:58:54.040Z,33.7306667,-116.0543333,4.488,3.47,ml,81,33,0.08207,0.2,ci,ci11050541,2016-03-11T01:17:21.276Z,"12km ENE of Coachella, CA",earthquake,0.19,0.4,0.162,182,reviewed,ci,ci
2012-01-06T17:11:10.860Z,25.431,-109.565,10,4.1,mb,76,122,,1.2,us,usp000jd4q,2015-03-24T01:24:36.910Z,"44 km SW of Campo Pesquero el Colorado, Mexico",earthquake,,,,42,reviewed,us,us
2012-01-08T01:59:54.080Z,33.733,-116.0571667,6.388,3.51,ml,82,34,0.08383,0.19,ci,ci11051197,2016-03-12T01:16:07.895Z,"12km ENE of Coachella, CA",earthquake,0.19,1.06,0.16,194,reviewed,ci,ci
2012-01-08T09:19:59.670Z,32.1231667,-115.2548333,9.963,3.14,ml,14,254,0.2985,0.17,ci,ci11051373,2016-03-12T03:08:21.148Z,"14km SW of Alberto Oviedo Mota, B.C., MX",earthquake,2.11,31.61,0.229,96,reviewed,ci,ci
2012-01-08T12:39:36.930Z,42.898,-110.793,5,3,ml,82,47.9,,1.05,us,usp000jd7m,2014-11-07T01:46:44.901Z,"9 km ENE of Turnerville, Wyoming",earthquake,,,,,reviewed,us,us
2012-01-08T19:11:12.210Z,34.826,-110.942,5,3.2,ml,35,47.9,,0.99,us,usp000jd7z,2015-03-24T02:29:54.982Z,"28 km SW of Winslow West, Arizona",earthquake,,,,,reviewed,us,us
2012-01-10T01:28:17.600Z,25.57,-109.735,5,4.1,md,13,132.9,,,us,usp000jd9t,2014-11-07T01:46:45.535Z,"47 km WSW of Campo Pesquero el Colorado, Mexico",earthquake,,,,,reviewed,unm,unm
2012-01-11T04:09:52.280Z,40.429,-124.3535,26.329,3.18,ml,15,223,0.04865,0.12,nc,nc71715096,2017-01-26T20:26:09.970Z,"18 km SSW of Ferndale, California",earthquake,1.01,1.3,0.272,22,reviewed,nc,nc
2012-01-14T01:42:10.140Z,36.659,-121.2775,3.302,3.15,ml,80,39,0.05676,0.08,nc,nc71716971,2017-01-26T21:07:05.700Z,"15 km SSE of Tres Pinos, California",earthquake,0.1,0.41,0.139,35,reviewed,nc,nc
2012-01-15T05:50:39.360Z,32.6158333,-115.7491667,3.303,3.15,ml,43,132,0.1436,0.19,ci,ci15097500,2016-03-11T10:18:18.030Z,"16km WNW of Progreso, B.C., MX",earthquake,0.39,0.5,0.174,140,reviewed,ci,ci
2012-01-16T13:41:10.180Z,43.487,-102.996,5,3,mblg,10,85.1,,1.3,us,usp000jdk2,2015-03-24T02:04:38.420Z,"25 km E of Buffalo Gap, South Dakota",earthquake,,,,,reviewed,us,us
2012-01-17T09:55:00.520Z,40.528,-124.7825,23.579,4.28,mw,69,225,0.3432,0.17,nc,nc71718846,2020-05-02T02:55:10.383Z,"44 km W of Ferndale, California",earthquake,0.5,31.61,,9,reviewed,nc,nc
2012-01-17T13:26:43.000Z,35.378,-96.546,3.6,3,ml,20,60.7,,,us,usp000jdm7,2014-11-07T01:46:47.795Z,"9 km WNW of Cromwell, Oklahoma",earthquake,,,,,reviewed,tul,tul
2012-01-18T13:31:42.420Z,32.4611667,-115.26,1.527,4.19,ml,28,141,0.05634,0.39,ci,ci15098716,2020-07-09T21:13:33.600Z,"13km NNW of Delta, B.C., MX",earthquake,1.28,3.06,0.193,181,reviewed,ci,ci
2012-01-18T22:30:54.960Z,32.372,-97.487,5,3.3,mblg,29,51,,0.79,us,usp000jdnu,2020-03-19T20:53:41.226Z,"9 km SSE of Godley, Texas",earthquake,,,,,reviewed,us,us
2012-01-19T00:57:59.170Z,38.7863333,-122.7696667,1.509,3.13,md,90,22,0.01622,0.06,nc,nc71719996,2017-01-26T22:17:22.030Z,"5 km SW of Cobb, California",earthquake,0.08,0.16,0.179,77,reviewed,nc,nc
2012-01-19T01:38:55.600Z,30.888,-114.169,8,4,ml,15,228.1,,,us,usp000jdp4,2014-11-07T01:46:48.129Z,"65 km ESE of San Felipe, Mexico",earthquake,,,,,reviewed,ecx,ecx
2012-01-20T07:05:55.300Z,46.629,-113.555,11.4,3.3,ml,54,62,,,us,usp000jdrc,2015-03-24T02:13:17.235Z,"19 km SE of Clinton, Montana",earthquake,,,,,reviewed,but,but
2012-01-22T00:39:51.110Z,30.289,-114.141,10,4.6,mb,157,108.4,,1.43,us,usp000jdtn,2014-11-07T01:46:49.271Z,"105 km SE of San Felipe, Mexico",earthquake,,,,83,reviewed,us,us
2012-01-22T05:59:46.490Z,46.3716667,-75.125,10,3.1,ml,8,295,0.7124,0.39,ld,ld60029501,2021-05-13T21:58:28.439Z,"20 km NW of La Minerve, Canada",earthquake,1.69,31.61,0.16,22,reviewed,ld,ld
2012-01-24T06:01:28.990Z,37.3801667,-113.8443333,11.5,3.04,ml,12,187,0.2387,0.2,uu,uu50434270,2019-06-28T18:48:58.218Z,"14 km WNW of Veyo, Utah",earthquake,0.99,0.85,,4,reviewed,uu,uu
2012-01-24T12:11:28.890Z,38.9693333,-122.693,2.578,3.8,mw,90,43,0.03514,0.1,nc,nc71717085,2017-03-17T22:10:07.126Z,"2 km NE of Clear Lake Riviera, California",earthquake,0.14,0.56,,6,reviewed,nc,nc
2012-01-24T18:21:02.610Z,30.315,-103.382,5,3.6,mblg,40,60.2,,1.35,us,usp000jdxm,2020-03-19T20:54:25.086Z,"17 km NW of Marathon, Texas",earthquake,,,,,reviewed,us,us
2012-01-25T10:51:30.850Z,46.3401667,-122.2361667,7.621,3.42,ml,43,76,0.01691,0.18,uw,uw60389576,2016-07-22T18:07:26.990Z,"24 km S of Morton, Washington",earthquake,0.31,0.42,0.186,99,reviewed,uw,uw
2012-01-26T02:20:19.640Z,36.9353333,-121.6801667,11.034,3.39,ml,120,46,0.04955,0.09,nc,nc71718175,2017-01-26T23:25:13.670Z,"5 km ESE of Interlaken, California",earthquake,0.1,0.24,0.186,53,reviewed,nc,nc
2012-01-26T02:21:03.370Z,36.9363333,-121.683,10.985,3.22,ml,104,44,0.04775,0.11,nc,nc71718180,2017-01-26T23:25:24.640Z,"4 km ESE of Interlaken, California",earthquake,0.12,0.26,0.139,5,reviewed,nc,nc
2012-01-26T10:16:49.180Z,41.0346667,-121.997,10.023,3.21,ml,51,42,0.2189,0.11,nc,nc71718530,2017-01-26T23:34:35.660Z,"7 km WNW of Big Bend, California",earthquake,0.18,1.05,0.099,16,reviewed,nc,nc
2012-01-26T22:35:55.790Z,41.576,-85.49,4.7,3,mblg,19,66,,1.5,us,usp000je0q,2014-11-07T01:46:50.763Z,"5 km NE of Topeka, Indiana",earthquake,,8.7,,,reviewed,us,ott
2012-01-27T05:21:42.350Z,38.8121667,-122.8163333,2.76,3.28,ml,83,22,0.01081,0.07,nc,nc71718960,2017-01-26T23:42:34.090Z,"8 km W of Cobb, California",earthquake,0.11,0.19,0.116,49,reviewed,nc,nc
2012-01-28T00:29:04.090Z,32.2991667,-115.294,12.103,3.3,ml,17,231,0.1203,0.33,ci,ci15102380,2016-03-12T01:17:30.802Z,"11km WSW of Delta, B.C., MX",earthquake,2.13,31.61,0.259,88,reviewed,ci,ci
2012-01-29T03:46:24.630Z,42.575,-108.416,5,3.2,ml,57,42.6,,0.94,us,usp000je44,2015-01-30T12:29:36.563Z,"27 km ENE of Atlantic City, Wyoming",earthquake,,,,,reviewed,us,slc
2012-01-30T03:56:16.840Z,38.8251667,-122.7991667,3.1,3.31,mw,80,23,0.009009,0.07,nc,nc71720790,2017-01-27T00:18:40.400Z,"6 km W of Cobb, California",earthquake,0.1,0.14,,5,reviewed,nc,nc
2012-01-30T03:57:18.060Z,38.8195,-122.8003333,3.319,3,ml,84,24,0.008108,0.06,nc,nc71720795,2017-01-27T00:18:53.480Z,"6 km W of Cobb, California",earthquake,0.11,0.18,0.091,24,reviewed,nc,nc
