time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-01-01T03:58:39.500Z,34.801,-116.287,5.414,3.04,ml,0,48.3,,0.163,ci,ci9132027,2016-04-02T00:50:27.739Z,"15km NW of Ludlow, CA",earthquake,,0.641,,187,reviewed,ci,ci
2000-01-01T11:22:57.000Z,46.888,-78.93,18,4.7,mb,,,,,us,usp0009kks,2020-09-15T21:12:00.131Z,"17 km NNE of Notre-Dame-du-Lac, Canada",earthquake,,,,39,reviewed,ott,us
2000-01-02T15:49:40.650Z,38.0383333,-118.696,-0.903,3.11,md,51,107,0.2252,0.06,nc,nc21075275,2018-04-24T22:21:49.943Z,"31 km NW of Benton, California",earthquake,0.2,6.58,0.18,73,reviewed,nc,nc
2000-01-02T17:58:32.820Z,34.309,-116.072,0.801,3.14,ml,0,65.5,,0.172,ci,ci9132273,2016-04-02T00:47:38.523Z,"19km N of Twentynine Palms, CA",earthquake,,0.252,,178,reviewed,ci,ci
2000-01-03T21:05:50.000Z,44.31,-70.17,9.7,3.5,mblg,,,,,us,usp0009kqf,2014-11-07T01:09:16.936Z,"4 km W of Leeds, Maine",earthquake,,,,,reviewed,wes,ott
2000-01-03T21:59:31.780Z,34.101,-117.008,2.269,3.49,ml,0,22.4,,0.192,ci,ci9132433,2016-04-02T04:01:25.781Z,"8km NNE of Yucaipa, CA",earthquake,,0.122,,221,reviewed,ci,ci
2000-01-04T09:17:21.980Z,40.2656667,-124.3913333,21.44,3.02,ml,29,221,0.1829,0.07,nc,nc21075687,2016-12-31T03:59:04.320Z,"34 km SW of Scotia, California",earthquake,0.88,0.36,,3,reviewed,nc,nc
2000-01-06T21:38:10.940Z,38.844,-122.8256667,1.5,3.85,mw,56,31,0.04054,0.07,nc,nc21076021,2016-12-31T04:05:30.360Z,"9 km WNW of Cobb, California",earthquake,0.13,0.43,,5,reviewed,nc,nc
2000-01-07T01:31:19.540Z,40.6595,-124.6665,21.448,3.2,md,53,233,0.3108,0.08,nc,nc21076055,2016-12-31T04:07:24.950Z,"35 km WNW of Ferndale, California",earthquake,0.7,0.83,0.1,48,reviewed,nc,nc
2000-01-08T22:43:38.180Z,42.0876667,-110.3826667,18.52,3.12,ml,13,256,0.6475,0.26,uu,uu50193615,2018-08-28T17:33:02.970Z,"24 km SSW of Calpet, Wyoming",earthquake,3.22,12.55,,7,reviewed,uu,uu
2000-01-09T19:34:27.760Z,37.5296667,-118.8176667,3.987,3.17,md,37,110,0.03694,0.03,nc,nc21076446,2016-12-31T04:19:34.440Z,"9 km WSW of Aspen Springs, California",earthquake,0.2,0.57,0.1,79,reviewed,nc,nc
2000-01-10T21:41:27.150Z,38.7571667,-122.9153333,6.105,4.33,mw,53,48,0.07838,0.11,nc,nc21076620,2017-03-17T16:02:08.100Z,"5 km NNW of Geyserville, California",earthquake,0.15,0.45,,17,reviewed,nc,nc
2000-01-11T14:19:52.090Z,38.7693333,-122.9138333,5.77,4.59,mw,50,48,0.05405,0.1,nc,nc21076750,2017-03-17T16:02:40.504Z,"6 km N of Geyserville, California",earthquake,0.15,0.39,,19,reviewed,nc,nc
2000-01-12T17:13:17.400Z,34.665,-116.334,5.039,3.13,ml,0,77.5,,0.177,ci,ci7172582,2016-04-02T13:40:14.301Z,"17km WSW of Ludlow, CA",earthquake,,5.493,,153,reviewed,ci,ci
2000-01-13T10:07:14.840Z,34.59,-116.273,0.249,3.24,ml,0,58.5,,0.197,ci,ci9133957,2016-04-02T16:51:19.327Z,"18km SW of Ludlow, CA",earthquake,,0.497,,12,reviewed,ci,ci
2000-01-13T11:04:57.840Z,34.43,-116.194,1.686,3.4,ml,0,63.3,,0.226,ci,ci9133968,2016-04-02T00:48:11.389Z,"32km S of Ludlow, CA",earthquake,,0.357,,19,reviewed,ci,ci
2000-01-14T07:47:44.015Z,37.419,-117.1043,6,3,ml,9,141.3,0.17,0.0952,nn,nn00000883,2018-04-24T22:22:10.377Z,"34 km SSE of Goldfield, Nevada",earthquake,,0,,,reviewed,nn,nn
2000-01-15T17:16:54.650Z,34.669,-116.337,1.394,3.06,ml,0,57.1,,0.176,ci,ci9134378,2016-04-02T04:01:32.966Z,"17km WSW of Ludlow, CA",earthquake,,0.287,,173,reviewed,ci,ci
2000-01-16T15:07:58.770Z,47.8061667,-122.7481667,17.295,3,md,26,79,0.1007,0.1,uw,uw10487483,2017-04-02T05:31:15.565Z,"6 km W of Lofall, Washington",earthquake,0.262,0.5,0.03,12,reviewed,uw,uw
2000-01-17T08:16:20.000Z,44.57,-70.44,16.3,3.6,mblg,,,,,us,usp0009m8u,2014-11-07T01:09:20.107Z,"4 km NNE of Dixfield, Maine",earthquake,,,,,reviewed,wes,ott
2000-01-17T18:31:20.268Z,37.7967,-116.0055,0,3.5,ml,14,205.76,0.6,0.1113,nn,nn00001124,2018-04-24T22:22:16.698Z,"28 km NW of Rachel, Nevada",earthquake,,0,0.35,11,reviewed,nn,nn
