time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-01-01T22:39:20.940Z,26.2671,-110.6612,10,4.1,mb,,135,1.603,1.25,us,us2000izqm,2019-03-08T17:50:13.040Z,"74 km ENE of Loreto, Mexico",earthquake,2.9,1.9,0.234,5,reviewed,us,us
2019-01-01T22:59:54.860Z,40.887,-123.4776667,22.66,3.26,ml,72,30,0.1937,0.18,nc,nc73129211,2019-03-09T02:50:03.043Z,"14km ESE of Willow Creek, CA",earthquake,0.19,0.67,0.164,17,reviewed,nc,nc
2019-01-03T03:32:13.770Z,33.4996667,-116.8078333,2.57,3.1,ml,126,18,0.01413,0.23,ci,ci38414776,2019-03-08T17:50:14.040Z,"8km NE of Aguanga, CA",earthquake,0.1,0.28,0.147,259,reviewed,ci,ci
2019-01-04T12:33:05.990Z,26.3588,-110.7377,10,4.9,mb,,136,1.649,0.98,us,us2000j09h,2019-03-08T17:50:15.040Z,"72 km ENE of Loreto, Mexico",earthquake,5.5,1.9,0.043,169,reviewed,us,us
2019-01-05T09:36:58.640Z,26.1622,-110.6621,10,4.5,mb,,139,1.564,1.35,us,us2000j0h7,2019-03-08T17:50:16.040Z,"70 km ENE of Loreto, Mexico",earthquake,4.7,1.7,0.052,109,reviewed,us,us
2019-01-05T17:30:22.390Z,32.6413333,-118.0498333,5.84,3.15,ml,66,209,0.459,0.3,ci,ci38417624,2019-03-08T17:50:16.040Z,"34km SE of San Clemente Is. (SE tip), CA",earthquake,0.46,31.61,0.132,235,reviewed,ci,ci
2019-01-06T10:38:29.500Z,36.372,-98.1346,5,3,mb_lg,,34,0.059,1.04,us,us2000j0sk,2019-03-08T17:50:17.040Z,"4 km ESE of Meno, Oklahoma",earthquake,1.9,1.9,0.055,84,reviewed,us,us
2019-01-08T22:26:33.060Z,33.1981667,-90.9341667,16.35,3.7,mw,28,59,0.632,0.22,nm,nm60224502,2019-07-05T16:40:50.235Z,"8 km WNW of Hollandale, Mississippi",earthquake,0.25,0.68,,0,reviewed,nm,nm
2019-01-09T01:46:08.230Z,36.9383333,-113.516,4.77,3.12,ml,13,137,0.1307,0.17,uu,uu60017009,2019-04-02T20:51:32.040Z,"19 km SSE of Saint George, Utah",earthquake,0.66,1.39,0.082,8,reviewed,uu,uu
2019-01-09T02:06:45.720Z,36.9396667,-113.5286667,5.8,3.02,ml,21,176,0.1242,0.17,uu,uu60017014,2019-04-02T20:51:32.040Z,"18 km SSE of Saint George, Utah",earthquake,0.59,0.91,0.185,10,reviewed,uu,uu
2019-01-09T05:51:36.520Z,31.185,-116.4256667,4.51,3.17,ml,14,244,0.5866,0.19,ci,ci38420064,2019-01-09T18:12:22.699Z,"61km SSE of Maneadero, B.C., MX",earthquake,0.5,0.93,0.18,111,reviewed,ci,ci
2019-01-09T06:04:52.780Z,33.1211667,-116.0593333,3.7,3.04,ml,106,28,0.09738,0.2,ci,ci38420072,2019-04-02T20:51:33.040Z,"7km ESE of Ocotillo Wells, CA",earthquake,0.12,0.43,0.128,161,reviewed,ci,ci
2019-01-09T11:00:55.248Z,38.3833,-115.8292,4.7,3.1,ml,36,116.06,0.194,0.1841,nn,nn00673828,2019-04-02T20:51:40.040Z,"82 km N of Rachel, Nevada",earthquake,,1.7,0.36,16,reviewed,nn,nn
2019-01-10T13:49:00.570Z,45.3837,-66.2921,5,3.4,mwr,,121,0.47,0.36,us,us2000j2is,2019-04-02T20:51:58.040Z,"22 km NW of Saint John, Canada",earthquake,4.9,2,,6,reviewed,us,slm
2019-01-11T21:19:05.680Z,33.9161667,-117.7991667,15.46,3.14,ml,176,18,0.01227,0.19,ci,ci38422336,2019-12-28T20:04:32.806Z,"3km NNE of Yorba Linda, CA",earthquake,0.1,0.15,0.178,286,reviewed,ci,ci
2019-01-12T04:14:42.600Z,37.4743333,-118.8186667,3.09,3.3,md,31,106,0.1085,0.04,nc,nc73132126,2019-04-02T20:52:18.040Z,"16km SW of Toms Place, CA",earthquake,0.28,1.16,0.132,60,reviewed,nc,nc
2019-01-14T08:20:07.540Z,36.2715,-97.624,5,3.6,mb_lg,,29,0.244,0.46,us,us2000j3nw,2020-03-20T02:21:43.417Z,"4 km ENE of Douglas, Oklahoma",earthquake,0.8,1.7,0.048,113,reviewed,us,us
2019-01-15T13:28:02.210Z,36.2129,-97.5715,5,3.9,mwr,,39,0.442,0.13,us,us2000j439,2020-03-20T02:21:25.379Z,"8 km NE of Marshall, Oklahoma",earthquake,1.2,1.9,0.069,20,reviewed,us,us
2019-01-15T20:20:20.120Z,40.3216667,-124.4723333,7.09,4.08,mw,27,240,0.1412,0.14,nc,nc73133256,2019-04-11T01:51:01.743Z,"16km W of Petrolia, CA",earthquake,0.39,0.49,,3,reviewed,nc,nc
2019-01-15T20:21:36.640Z,40.322,-124.4338333,1.85,3.81,ml,24,252,0.1118,0.15,nc,nc73133251,2019-04-11T01:50:12.756Z,"13km W of Petrolia, CA",earthquake,0.37,0.67,0.275,10,reviewed,nc,nc
2019-01-15T23:30:48.660Z,37.2318,-73.0097,10,4.6,mww,,74,2.146,1.2,us,us2000j4bf,2020-09-14T14:53:07.551Z,"220 km SE of Ocean City, Maryland",earthquake,6.8,1.9,0.089,12,reviewed,us,us
2019-01-16T03:34:30.470Z,37.0649,-97.3543,5,4,mwr,,86,0.111,0.35,us,us2000j4df,2020-03-20T02:20:44.973Z,"4 km ENE of South Haven, Kansas",earthquake,1.1,1.7,0.044,50,reviewed,us,us
2019-01-16T12:42:09.100Z,37.846,-122.248,10.18,3.43,mw,221,17,0.005217,0.16,nc,nc73133456,2021-06-29T02:10:30.657Z,"3km NNW of Piedmont, CA",earthquake,0.1,0.16,,5,reviewed,nc,nc
2019-01-16T19:08:28.810Z,29.8671,-114.0912,10,4.3,mb,,170,1.338,0.82,us,us2000j4ls,2019-04-05T21:40:59.040Z,"135 km W of La Libertad, Mexico",earthquake,6.7,2,0.216,6,reviewed,us,us
2019-01-16T22:00:01.040Z,37.4946667,-113.8491667,8.89,3.82,ml,21,75,0.03338,0.2,uu,uu60309847,2021-05-05T21:05:46.700Z,"14 km SW of Enterprise, Utah",earthquake,0.39,0.57,0.155,20,reviewed,uu,uu
2019-01-17T02:41:34.880Z,33.1818333,-115.6076667,2.85,3.9,mw,87,50,0.007978,0.26,ci,ci38194967,2019-04-05T21:40:59.040Z,"10km SW of Niland, CA",earthquake,0.19,0.29,,4,reviewed,ci,ci
2019-01-17T02:53:47.510Z,33.1803333,-115.6043333,2.9,3.12,ml,55,51,0.009903,0.23,ci,ci38194983,2019-04-05T21:40:59.040Z,"10km SW of Niland, CA",earthquake,0.17,0.22,0.166,186,reviewed,ci,ci
2019-01-17T03:55:06.320Z,37.0741,-97.975,10,3.1,ml,,57,0.089,0.39,us,us2000j4w7,2019-04-05T21:40:57.040Z,"8 km W of Bluff City, Kansas",earthquake,2.6,2,0.065,31,reviewed,us,us
2019-01-17T12:56:37.110Z,29.6356,-114.1301,10,5.3,mww,,172,1.53,1.18,us,us2000j517,2019-04-05T21:40:59.040Z,"138 km NNW of San Luis, Mexico",earthquake,4.7,1.9,0.035,78,reviewed,us,us
2019-01-17T13:38:40.810Z,33.1631667,-115.6445,2.89,3.08,ml,79,49,0.0281,0.25,ci,ci38195471,2019-04-05T21:40:59.040Z,"13km WNW of Calipatria, CA",earthquake,0.16,0.31,0.148,190,reviewed,ci,ci
2019-01-17T14:11:07.620Z,37.8485,-122.2383333,10.52,3.39,ml,107,25,0.02568,0.1,nc,nc73133716,2020-01-21T12:09:42.960Z,"3km NNW of Piedmont, CA",earthquake,0.11,0.18,0.216,56,reviewed,nc,nc
2019-01-18T08:19:15.690Z,33.1483333,-115.6186667,11.06,3.39,ml,59,53,0.0422,0.24,ci,ci38196351,2019-04-05T21:41:00.040Z,"10km WNW of Calipatria, CA",earthquake,0.2,0.4,0.128,233,reviewed,ci,ci
2019-01-20T11:32:03.040Z,31.4703,-94.1354,5,3.3,ml,,193,0.533,0.75,us,us2000j6m0,2019-04-05T21:41:01.040Z,"7 km SSW of San Augustine, Texas",earthquake,4,2,0.069,28,reviewed,us,us
2019-01-21T00:17:13.930Z,40.3555,-124.7736667,21.02,3.05,ml,47,256,0.354,0.14,nc,nc73134576,2019-03-15T23:05:25.599Z,"42km W of Petrolia, CA",earthquake,0.89,0.52,0.165,14,reviewed,nc,nc
2019-01-21T04:11:01.270Z,40.292,-121.1503333,8.07,3.37,mw,33,99,0.04441,0.07,nc,nc73134661,2019-04-05T21:40:56.040Z,"5km WNW of Hamilton Branch, CA",earthquake,0.31,0.38,,4,reviewed,nc,nc
2019-01-21T05:27:36.080Z,36.3725,-98.1353,5,3.3,mb_lg,,40,0.18,0.31,us,us2000j6rp,2019-04-05T21:41:02.040Z,"4 km ESE of Meno, Oklahoma",earthquake,1.4,1.9,0.049,108,reviewed,us,us
2019-01-21T18:22:36.230Z,37.6401667,-118.8135,2.16,3.19,ml,34,49,0.0179,0.05,nc,nc73134921,2019-04-05T21:40:57.040Z,"15km E of Mammoth Lakes, CA",earthquake,0.23,0.33,0.191,7,reviewed,nc,nc
2019-01-22T01:50:34.050Z,32.9478333,-115.5203333,10.73,3.11,ml,78,40,0.05737,0.36,ci,ci38199599,2019-04-12T17:13:46.040Z,"4km SSE of Brawley, CA",earthquake,0.23,0.5,0.179,120,reviewed,ci,ci
2019-01-22T08:24:44.460Z,32.9485,-115.5156667,14.1,3.58,ml,54,46,0.04245,0.3,ci,ci38199831,2019-04-12T17:13:51.040Z,"4km SSE of Brawley, CA",earthquake,0.26,0.5,0.14,264,reviewed,ci,ci
2019-01-25T18:32:40.780Z,37.06,-97.3647,4.29,3.3,mwr,,86,0.102,0.31,us,us2000j8x4,2019-04-12T17:15:05.040Z,"3 km ENE of South Haven, Kansas",earthquake,1.5,2.2,,11,reviewed,us,slm
2019-01-25T20:31:58.652Z,38.3846,-115.8295,4.7,3.8,ml,55,38.92,0.195,0.2169,nn,nn00675571,2019-04-12T17:15:08.040Z,"82 km N of Rachel, Nevada",earthquake,,1.5,0.36,21,reviewed,nn,nn
2019-01-27T01:03:14.610Z,32.875,-115.7531667,11.72,3.49,ml,65,32,0.03209,0.3,ci,ci38206711,2019-04-12T17:15:34.040Z,"17km W of Imperial, CA",earthquake,0.23,0.45,0.14,258,reviewed,ci,ci
2019-01-27T11:10:49.270Z,34.2715,-119.582,0.74,3.05,ml,45,45,0.1387,0.26,ci,ci38207119,2019-04-12T17:15:48.040Z,"15km SSW of Carpinteria, CA",earthquake,0.24,0.47,0.12,105,reviewed,ci,ci
2019-01-30T02:40:12.280Z,34.4076667,-116.8918333,1.86,3.56,ml,114,29,0.07709,0.14,ci,ci38211175,2019-04-18T19:09:22.040Z,"8km ESE of Lucerne Valley, CA",earthquake,0.09,0.29,0.136,328,reviewed,ci,ci
2019-01-30T08:00:48.260Z,34.0281667,-117.2295,16.5,3.2,ml,162,15,0.02732,0.18,ci,ci38211423,2019-07-04T19:18:01.613Z,"4km SE of Loma Linda, CA",earthquake,0.1,0.22,0.15,311,reviewed,ci,ci
2019-01-31T03:13:36.090Z,35.365,-117.8708333,2.65,3.17,ml,51,41,0.09949,0.19,ci,ci38213159,2019-04-18T19:09:25.040Z,"21km W of Johannesburg, CA",earthquake,0.16,0.46,0.145,276,reviewed,ci,ci
