time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-01-01T00:34:10.130Z,33.1596667,-115.6445,1.813,3.52,ml,57,30,0.01326,0.23,ci,ci10865293,2016-08-19T22:10:34.930Z,"13km WNW of Calipatria, CA",earthquake,0.29,0.53,0.175,175,reviewed,ci,ci
2011-01-01T01:00:46.850Z,33.1625,-115.6375,1.573,3.16,ml,46,45,0.01267,0.27,ci,ci10865389,2016-08-19T22:20:27.000Z,"12km WNW of Calipatria, CA",earthquake,0.37,0.55,0.138,60,reviewed,ci,ci
2011-01-01T23:57:24.240Z,38.8325,-119.7893333,-0.444,3.53,ml,15,162,0.109,0.05,nc,nc71504090,2018-06-28T20:50:00.613Z,"2 km NNE of Mesa Vista, California",earthquake,0.41,2.73,0.247,52,reviewed,nc,nc
2011-01-02T22:40:11.410Z,40.3156667,-124.5935,17.31,3.79,ml,35,241,0.2288,0.19,nc,nc71504445,2017-03-17T21:52:34.374Z,"40 km SW of Ferndale, California",earthquake,0.88,0.43,0.198,36,reviewed,nc,nc
2011-01-03T11:38:12.410Z,33.8251667,-116.9856667,11.882,3.3,ml,91,27,0.02262,0.18,ci,ci10866637,2016-03-10T05:19:40.163Z,"5km NNW of San Jacinto, CA",earthquake,0.17,0.42,0.159,191,reviewed,ci,ci
2011-01-03T12:06:36.860Z,38.2471667,-112.3451667,11.09,4.56,ml,23,47,0.2414,0.23,uu,uu50419770,2019-06-28T18:48:46.938Z,"10 km NW of Circleville, Utah",earthquake,0.49,1.02,,12,reviewed,uu,uu
2011-01-03T12:57:58.920Z,31.2683333,-115.7286667,5.175,3.12,ml,7,189,0.3166,0.15,ci,ci10866661,2016-03-10T14:11:12.315Z,"94km ESE of Maneadero, B.C., MX",earthquake,2.37,2.66,0.148,75,reviewed,ci,ci
2011-01-03T18:11:20.680Z,25.912,-110.558,10,5,mwc,37,84.4,,1.34,us,usp000hshu,2014-11-07T01:43:21.029Z,"79 km E of Loreto, Mexico",earthquake,,,,,reviewed,us,gcmt
2011-01-03T20:23:45.090Z,38.2315,-112.3416667,8.79,3.24,ml,25,44,0.2267,0.25,uu,uu50419895,2019-06-28T18:48:47.305Z,"9 km NW of Circleville, Utah",earthquake,0.48,0.99,,10,reviewed,uu,uu
2011-01-05T19:20:48.900Z,24.615,-109.139,10,4.3,mb,79,94.2,,1.37,us,usp000hsmf,2014-11-07T01:43:22.319Z,"105 km SSW of El Huitusi, Mexico",earthquake,,,,38,reviewed,us,us
2011-01-06T03:18:09.090Z,38.2538333,-112.3348333,10.82,3.11,ml,25,47,0.243,0.2,uu,uu50420225,2019-06-28T18:48:47.667Z,"10 km W of Junction, Utah",earthquake,0.43,0.89,,10,reviewed,uu,uu
2011-01-06T22:31:04.330Z,38.263,-112.3351667,10.06,3.45,ml,22,48,0.2511,0.24,uu,uu50420275,2019-05-14T16:05:38.911Z,"10 km WNW of Junction, Utah",earthquake,0.55,1.13,,11,reviewed,uu,uu
2011-01-07T21:17:22.990Z,31.242,-115.5648333,5.925,4.05,ml,12,295,1.41,0.2,ci,ci10869405,2016-03-11T00:01:06.436Z,"109km ESE of Maneadero, B.C., MX",earthquake,2.24,31.61,0.141,96,reviewed,ci,ci
2011-01-07T21:19:21.300Z,31.258,-115.5676667,5.925,4.04,ml,6,294,1.394,0.15,ci,ci10869421,2016-03-10T06:51:39.697Z,"108km ESE of Maneadero, B.C., MX",earthquake,2.05,31.61,0.143,65,reviewed,ci,ci
2011-01-07T21:19:48.910Z,31.3075,-115.6908333,5.925,3.82,ml,6,323,1.338,0.34,ci,ci36911159,2016-03-10T02:18:09.057Z,"95km ESE of Maneadero, B.C., MX",earthquake,3.28,31.61,0.099,47,reviewed,ci,ci
2011-01-07T22:35:40.410Z,47.8193333,-121.947,19.172,3,md,71,35,0.06074,0.37,uw,uw10813143,2017-04-02T00:56:16.079Z,"4 km SSE of Monroe, Washington",earthquake,0.261,0.45,0.02,27,reviewed,uw,uw
2011-01-07T22:51:07.950Z,38.2463333,-112.344,0.6,3.28,ml,14,73,0.2402,0.25,uu,uu50420320,2019-05-14T16:07:09.732Z,"10 km NW of Circleville, Utah",earthquake,0.57,3.48,,9,reviewed,uu,uu
2011-01-08T00:10:16.740Z,37.2871667,-121.6581667,9.593,4.1,mw,244,55,0.03063,0.18,nc,nc71506865,2020-05-02T02:42:39.436Z,"15 km E of Seven Trees, California",earthquake,0.14,0.37,,10,reviewed,nc,nc
2011-01-09T00:38:27.530Z,25.294,-109.742,10,4.1,mb,39,108.9,,1.33,us,usp000hssf,2014-11-07T01:43:23.946Z,"66 km SW of Campo Pesquero el Colorado, Mexico",earthquake,,,,12,reviewed,us,us
2011-01-09T18:13:58.980Z,37.1236667,-121.5255,7.015,3.06,ml,133,56,0.01081,0.07,nc,nc71507630,2017-01-23T19:40:15.410Z,"8 km ENE of San Martin, California",earthquake,0.11,0.27,0.105,35,reviewed,nc,nc
2011-01-10T11:26:04.790Z,33.2265,-116.7725,9.868,3.11,ml,88,33,0.03885,0.29,ci,ci10871621,2016-03-10T22:31:18.915Z,"2km SSW of Lake Henshaw, CA",earthquake,0.26,0.76,0.143,164,reviewed,ci,ci
2011-01-11T01:36:19.817Z,37.1662,-117.3771,12.4,3.9,ml,13,143.38,0.163,0.1236,nn,nn00324385,2018-06-28T20:50:18.216Z,"61 km SSW of Goldfield, Nevada",earthquake,,1.9,0.36,6,reviewed,nn,nn
2011-01-11T04:29:21.420Z,31.1928333,-115.5763333,5.925,3.53,ml,8,312,1.458,0.28,ci,ci10872045,2016-03-10T03:49:58.497Z,"110km ESE of Maneadero, B.C., MX",earthquake,3.7,31.61,0.161,58,reviewed,ci,ci
2011-01-11T10:09:31.370Z,33.958,-120.5756667,1.627,3.48,ml,11,273,0.2028,0.18,ci,ci10872109,2016-03-10T03:50:01.748Z,"21km WSW of San Miguel Is., CA",earthquake,1.33,1.17,0.14,130,reviewed,ci,ci
2011-01-11T10:51:34.330Z,33.9398333,-120.5953333,10.167,3.37,ml,11,276,,0.24,ci,ci10872125,2016-03-10T09:47:27.820Z,"23km WSW of San Miguel Is., CA",earthquake,1.73,3.53,0.116,102,reviewed,ci,ci
2011-01-11T16:15:35.350Z,27.149,-111.546,10,4.5,mb,28,98.1,,1.2,us,usp000hsxh,2014-11-07T01:43:25.461Z,"51 km ENE of Mulegé, Mexico",earthquake,,,,19,reviewed,us,us
2011-01-11T16:38:50.640Z,27.103,-111.553,10,4.4,mb,13,170.2,,1.62,us,usp000hsxk,2014-11-07T01:43:25.469Z,"48 km ENE of Mulegé, Mexico",earthquake,,,,1,reviewed,us,us
2011-01-11T16:52:59.110Z,33.8591667,-118.4576667,14.061,3.03,ml,71,47,0.1047,0.4,ci,ci10872205,2016-03-10T08:19:36.800Z,"5km WSW of Manhattan Beach, CA",earthquake,0.52,0.75,0.153,176,reviewed,ci,ci
2011-01-12T02:09:24.340Z,27.052,-111.433,10,4.4,md,25,129.8,,1.76,us,usp000hsy5,2014-11-07T01:43:25.570Z,"57 km ENE of Mulegé, Mexico",earthquake,,,,,reviewed,us,unm
